id,flight_AD,flight_datetime,flight_AL_Synchron_code,flight_number,flight_ID,flight_AP,flight_AC_Synchron_code,flight_AC_PAX_capacity_total,flight_PAX,Aircraft_Stand,flight_terminal,empty_spaces,air_classes,count_date,type_mc,flight_datetime_start,flight_datetime_finish,C_vc,index
327,D,2019-05-17 09:55:00,N4,1803,I,AYT,772,440,435,48,2,5,Wide_Body,3,jetbridge,2019-05-17 08:55:00,2019-05-17 09:55:00,2650,625
328,D,2019-05-17 09:55:00,SU,1854,I,GYD,73H,158,142,6,5,16,Narrow_Body,3,away,2019-05-17 08:50:00,2019-05-17 09:55:00,1550,645
329,D,2019-05-17 09:55:00,SU,2072,I,LCA,321,170,159,42,5,11,Narrow_Body,3,away,2019-05-17 08:50:00,2019-05-17 09:55:00,1650,724
330,D,2019-05-17 10:00:00,SU,1758,D,VOG,73H,158,142,204,1,16,Narrow_Body,5,away,2019-05-17 08:55:00,2019-05-17 10:00:00,1550,618
331,A,2019-05-17 10:00:00,SU,1473,D,NJC,73H,158,153,4,3,5,Narrow_Body,5,away,2019-05-17 10:00:00,2019-05-17 11:05:00,1500,535
332,D,2019-05-17 10:00:00,AY,712,I,HEL,E90,100,90,4,3,10,Regional,5,away,2019-05-17 09:10:00,2019-05-17 10:00:00,1200,228
333,D,2019-05-17 10:00:00,SU,2136,I,IST,32A,158,96,84,3,62,Narrow_Body,5,away,2019-05-17 08:55:00,2019-05-17 10:00:00,1600,756
334,D,2019-05-17 10:00:00,SU,2620,I,AGP,73H,158,93,20,3,65,Narrow_Body,5,jetbridge,2019-05-17 09:10:00,2019-05-17 10:00:00,1650,939
335,D,2019-05-17 10:05:00,SU,2470,I,NCE,321,170,96,5,5,74,Narrow_Body,3,away,2019-05-17 09:00:00,2019-05-17 10:05:00,1550,882
336,D,2019-05-17 10:05:00,SU,2454,I,CDG,321,170,132,21,3,38,Narrow_Body,3,jetbridge,2019-05-17 09:15:00,2019-05-17 10:05:00,1650,871
337,D,2019-05-17 10:05:00,SU,2040,I,ZAG,320,140,63,43,5,77,Narrow_Body,3,away,2019-05-17 09:00:00,2019-05-17 10:05:00,1650,716
338,D,2019-05-17 10:10:00,SU,1002,D,KGD,32A,158,156,190,1,2,Narrow_Body,3,away,2019-05-17 09:05:00,2019-05-17 10:10:00,1550,259
339,D,2019-05-17 10:10:00,SU,2030,I,BUD,32A,158,118,8,2,40,Narrow_Body,3,away,2019-05-17 09:05:00,2019-05-17 10:10:00,1600,708
340,D,2019-05-17 10:10:00,SU,2012,I,PRG,32B,183,144,9,5,39,Narrow_Body,3,away,2019-05-17 09:05:00,2019-05-17 10:10:00,1550,698
341,A,2019-05-17 10:15:00,SU,1701,D,VVO,77W,402,322,5,3,80,Wide_Body,5,away,2019-05-17 10:15:00,2019-05-17 11:35:00,2100,607
342,D,2019-05-17 10:15:00,SU,1520,D,NUX,32A,158,110,191,1,48,Narrow_Body,5,away,2019-05-17 09:10:00,2019-05-17 10:15:00,1550,562
343,D,2019-05-17 10:15:00,SU,2090,I,BEG,73H,158,114,5,2,44,Narrow_Body,5,away,2019-05-17 09:10:00,2019-05-17 10:15:00,1600,728
344,D,2019-05-17 10:15:00,SU,2300,I,FRA,320,140,118,10,3,22,Narrow_Body,5,away,2019-05-17 09:10:00,2019-05-17 10:15:00,1500,791
345,A,2019-05-17 10:15:00,JU,650,I,BEG,319,142,51,4,5,91,Narrow_Body,5,away,2019-05-17 10:15:00,2019-05-17 11:20:00,1550,221
346,D,2019-05-17 10:20:00,SU,2418,I,FCO,73H,158,77,11,3,81,Narrow_Body,3,away,2019-05-17 09:15:00,2019-05-17 10:20:00,1500,859
347,D,2019-05-17 10:20:00,SU,2658,I,CPH,73H,158,58,44,5,100,Narrow_Body,3,away,2019-05-17 09:15:00,2019-05-17 10:20:00,1650,949
348,D,2019-05-17 10:20:00,SU,2174,I,OSL,32A,158,49,45,5,109,Narrow_Body,3,away,2019-05-17 09:15:00,2019-05-17 10:20:00,1650,774
349,D,2019-05-17 10:25:00,SU,1370,D,EGO,SU9,87,77,192,1,10,Regional,4,away,2019-05-17 09:35:00,2019-05-17 10:25:00,1250,466
350,A,2019-05-17 10:25:00,SU,1537,D,TOF,32B,183,175,3,3,8,Narrow_Body,4,away,2019-05-17 10:25:00,2019-05-17 11:30:00,1600,571
351,D,2019-05-17 10:25:00,SU,2210,I,ARN,73H,158,53,3,3,105,Narrow_Body,4,away,2019-05-17 09:20:00,2019-05-17 10:25:00,1500,787
352,A,2019-05-17 10:25:00,SU,1307,D,OVB,73H,158,146,86,1,12,Narrow_Body,4,away,2019-05-17 10:25:00,2019-05-17 11:30:00,1550,428
353,D,2019-05-17 10:30:00,SU,1116,D,AER,332,229,217,13,3,12,Wide_Body,3,jetbridge,2019-05-17 09:30:00,2019-05-17 10:30:00,2050,293
354,A,2019-05-17 10:30:00,EO,338,D,CSY,E90,110,88,3,3,22,Regional,3,away,2019-05-17 10:30:00,2019-05-17 11:20:00,1200,151
355,A,2019-05-17 10:30:00,SU,2437,I,DUS,32A,158,98,5,3,60,Narrow_Body,3,away,2019-05-17 10:30:00,2019-05-17 11:35:00,1500,868
356,A,2019-05-17 10:35:00,SU,1711,D,KHV,77W,402,322,7,3,80,Wide_Body,3,away,2019-05-17 10:35:00,2019-05-17 11:55:00,2100,611
357,D,2019-05-17 10:35:00,B2,976,I,MSQ,733,148,121,7,3,27,Narrow_Body,3,away,2019-05-17 09:30:00,2019-05-17 10:35:00,1500,254
358,D,2019-05-17 10:35:00,SU,2346,I,HAM,320,140,120,78,3,20,Narrow_Body,3,away,2019-05-17 09:30:00,2019-05-17 10:35:00,1600,819
359,A,2019-05-17 10:40:00,SU,7,D,LED,73H,158,147,87,1,11,Narrow_Body,4,away,2019-05-17 10:40:00,2019-05-17 11:45:00,1550,5
360,D,2019-05-17 10:40:00,SU,2206,I,HEL,SU9,87,69,74,3,18,Regional,4,away,2019-05-17 09:50:00,2019-05-17 10:40:00,1300,785
361,D,2019-05-17 10:40:00,SU,2000,I,WAW,73H,158,102,75,3,56,Narrow_Body,4,away,2019-05-17 09:35:00,2019-05-17 10:40:00,1600,690
362,A,2019-05-17 10:40:00,SU,1523,D,NUX,32A,158,157,89,1,1,Narrow_Body,4,away,2019-05-17 10:40:00,2019-05-17 11:45:00,1550,565
363,D,2019-05-17 10:45:00,SU,2342,I,HAJ,32A,158,135,76,3,23,Narrow_Body,3,away,2019-05-17 09:40:00,2019-05-17 10:45:00,1600,815
364,A,2019-05-17 10:45:00,SU,1271,D,KZN,SU9,87,71,90,1,16,Regional,3,away,2019-05-17 10:45:00,2019-05-17 11:35:00,1250,404
365,D,2019-05-17 10:45:00,SU,1286,D,ULV,SU9,87,46,90,1,41,Regional,3,away,2019-05-17 09:55:00,2019-05-17 10:45:00,1250,411
366,D,2019-05-17 10:50:00,FV,6637,I,ORY,73H,189,28,77,3,161,Narrow_Body,4,away,2019-05-17 09:45:00,2019-05-17 10:50:00,1600,995
367,A,2019-05-17 10:50:00,SU,1603,D,KUF,73H,158,86,88,1,72,Narrow_Body,4,away,2019-05-17 10:50:00,2019-05-17 11:55:00,1550,579
368,A,2019-05-17 10:50:00,N4,178,D,LED,73H,189,162,1,3,27,Narrow_Body,4,away,2019-05-17 10:50:00,2019-05-17 11:55:00,1600,75
369,D,2019-05-17 10:50:00,SU,2126,I,HER,320,140,104,1,5,36,Narrow_Body,4,away,2019-05-17 09:45:00,2019-05-17 10:50:00,1550,748
370,A,2019-05-17 10:55:00,SU,1479,D,ABA,73H,158,103,1,3,55,Narrow_Body,3,away,2019-05-17 10:55:00,2019-05-17 12:00:00,1500,537
371,D,2019-05-17 10:55:00,SU,2336,I,STR,320,140,123,1,3,17,Narrow_Body,3,away,2019-05-17 09:50:00,2019-05-17 10:55:00,1500,811
372,D,2019-05-17 10:55:00,SU,14,D,LED,32A,158,142,193,1,16,Narrow_Body,3,away,2019-05-17 09:50:00,2019-05-17 10:55:00,1550,10
373,D,2019-05-17 11:00:00,SU,2612,I,MXP,73H,158,88,6,3,70,Narrow_Body,5,away,2019-05-17 09:55:00,2019-05-17 11:00:00,1500,935
374,A,2019-05-17 11:00:00,SU,1443,D,IKT,332,229,159,1,3,70,Wide_Body,5,away,2019-05-17 11:00:00,2019-05-17 12:20:00,1800,521
375,D,2019-05-17 11:00:00,SU,110,I,MIA,332,229,130,1,3,99,Wide_Body,5,away,2019-05-17 09:40:00,2019-05-17 11:00:00,1800,49
376,D,2019-05-17 11:00:00,SU,2522,I,ALC,320,140,73,79,3,67,Narrow_Body,5,away,2019-05-17 09:55:00,2019-05-17 11:00:00,1600,902
377,D,2019-05-17 11:00:00,JU,651,I,BEG,319,142,117,80,5,25,Narrow_Body,5,away,2019-05-17 09:55:00,2019-05-17 11:00:00,1600,222
378,D,2019-05-17 11:05:00,SU,1276,D,KZN,73H,158,156,194,1,2,Narrow_Body,3,away,2019-05-17 10:00:00,2019-05-17 11:05:00,1550,407
379,A,2019-05-17 11:05:00,U6,1,D,SVX,320,160,130,1,3,30,Narrow_Body,3,away,2019-05-17 11:05:00,2019-05-17 12:10:00,1500,0
380,A,2019-05-17 11:05:00,N4,306,D,KHV,332,283,281,7,3,2,Wide_Body,3,away,2019-05-17 11:05:00,2019-05-17 12:25:00,2000,145
381,A,2019-05-17 11:10:00,SU,1357,D,RTW,SU9,87,66,90,1,21,Regional,1,away,2019-05-17 11:10:00,2019-05-17 12:00:00,1250,453
382,D,2019-05-17 11:15:00,SU,1890,I,TBS,32B,183,171,8,3,12,Narrow_Body,1,away,2019-05-17 10:10:00,2019-05-17 11:15:00,1600,666
383,D,2019-05-17 11:20:00,SU,1402,D,SVX,73H,158,114,190,1,44,Narrow_Body,4,away,2019-05-17 10:15:00,2019-05-17 11:20:00,1550,486
384,D,2019-05-17 11:20:00,SU,2318,I,SXF,32A,158,65,9,3,93,Narrow_Body,4,away,2019-05-17 10:15:00,2019-05-17 11:20:00,1500,803
385,A,2019-05-17 11:20:00,SU,1001,D,KGD,73H,158,146,190,1,12,Narrow_Body,4,away,2019-05-17 11:20:00,2019-05-17 12:25:00,1550,258
386,D,2019-05-17 11:20:00,SU,2152,I,DUS,32A,158,141,10,3,17,Narrow_Body,4,away,2019-05-17 10:15:00,2019-05-17 11:20:00,1500,764
387,D,2019-05-17 11:25:00,SU,2406,I,FCO,73H,158,71,11,3,87,Narrow_Body,2,away,2019-05-17 10:20:00,2019-05-17 11:25:00,1500,847
388,D,2019-05-17 11:25:00,SU,2344,I,DRS,SU9,87,32,78,3,55,Regional,2,away,2019-05-17 10:35:00,2019-05-17 11:25:00,1300,817
389,D,2019-05-17 11:30:00,SU,16,D,LED,73H,158,130,191,1,28,Narrow_Body,1,away,2019-05-17 10:25:00,2019-05-17 11:30:00,1550,12
390,A,2019-05-17 11:35:00,EO,228,D,VOG,E90,110,66,2,3,44,Regional,1,away,2019-05-17 11:35:00,2019-05-17 12:25:00,1200,115
391,D,2019-05-17 11:40:00,SU,1490,D,SLY,SU9,87,57,192,1,30,Regional,3,away,2019-05-17 10:50:00,2019-05-17 11:40:00,1250,544
392,A,2019-05-17 11:40:00,ZF,9008,I,AYT,75W,238,191,74,2,47,Wide_Body,3,away,2019-05-17 11:40:00,2019-05-17 13:00:00,2050,1008
393,D,2019-05-17 11:40:00,EO,245,D,AER,73H,189,123,74,3,66,Narrow_Body,3,away,2019-05-17 10:35:00,2019-05-17 11:40:00,1600,126
394,A,2019-05-17 11:45:00,SU,103,I,JFK,77W,402,368,3,3,34,Wide_Body,4,away,2019-05-17 11:45:00,2019-05-17 13:05:00,2100,45
395,A,2019-05-17 11:45:00,SU,1255,D,NBC,32A,158,135,86,1,23,Narrow_Body,4,away,2019-05-17 11:45:00,2019-05-17 12:50:00,1550,396
396,D,2019-05-17 11:45:00,SU,1622,D,SIP,32A,158,127,86,1,31,Narrow_Body,4,away,2019-05-17 10:40:00,2019-05-17 11:45:00,1550,582
397,D,2019-05-17 11:45:00,SU,2462,I,CDG,320,140,94,3,3,46,Narrow_Body,4,away,2019-05-17 10:40:00,2019-05-17 11:45:00,1500,876
398,D,2019-05-17 11:50:00,N4,523,D,SIP,73H,189,163,12,3,26,Narrow_Body,2,jetbridge,2019-05-17 11:00:00,2019-05-17 11:50:00,1750,198
399,D,2019-05-17 11:50:00,SU,2100,I,RIX,SU9,87,68,6,3,19,Regional,2,away,2019-05-17 11:00:00,2019-05-17 11:50:00,1200,734
400,D,2019-05-17 11:55:00,SU,42,D,LED,32A,158,147,195,1,11,Narrow_Body,2,away,2019-05-17 10:50:00,2019-05-17 11:55:00,1550,36
401,D,2019-05-17 11:55:00,U6,439,D,SVX,320,160,63,75,3,97,Narrow_Body,2,away,2019-05-17 10:50:00,2019-05-17 11:55:00,1600,178
402,A,2019-05-17 12:00:00,SU,11,D,LED,32A,158,145,86,1,13,Narrow_Body,5,away,2019-05-17 12:00:00,2019-05-17 13:05:00,1550,7
403,A,2019-05-17 12:00:00,SU,501,I,TLV,321,170,128,3,3,42,Narrow_Body,5,away,2019-05-17 12:00:00,2019-05-17 13:05:00,1500,183
404,D,2019-05-17 12:00:00,SU,106,I,LAX,77W,402,217,3,3,185,Wide_Body,5,away,2019-05-17 10:40:00,2019-05-17 12:00:00,1900,47
405,D,2019-05-17 12:00:00,SU,2356,I,VIE,73H,158,131,76,3,27,Narrow_Body,5,away,2019-05-17 10:55:00,2019-05-17 12:00:00,1600,827
406,A,2019-05-17 12:00:00,SU,1121,D,AER,32A,158,156,87,1,2,Narrow_Body,5,away,2019-05-17 12:00:00,2019-05-17 13:05:00,1550,298
407,A,2019-05-17 12:05:00,SU,1483,D,KJA,333,296,211,3,3,85,Wide_Body,2,away,2019-05-17 12:05:00,2019-05-17 13:25:00,1900,541
408,A,2019-05-17 12:05:00,SU,1147,D,AAQ,SU9,87,62,88,1,25,Regional,2,away,2019-05-17 12:05:00,2019-05-17 12:55:00,1250,322
409,D,2019-05-17 12:10:00,SU,2514,I,BCN,32B,183,111,77,3,72,Narrow_Body,1,away,2019-05-17 11:05:00,2019-05-17 12:10:00,1600,900
410,D,2019-05-17 12:15:00,SU,2548,I,TFS,333,296,159,82,5,137,Wide_Body,2,away,2019-05-17 10:55:00,2019-05-17 12:15:00,1900,909
411,A,2019-05-17 12:15:00,SU,1831,I,MSQ,320,140,119,74,2,21,Narrow_Body,2,away,2019-05-17 12:15:00,2019-05-17 13:20:00,1550,630
412,A,2019-05-17 12:20:00,SU,1351,D,VOZ,SU9,87,80,89,1,7,Regional,4,away,2019-05-17 12:20:00,2019-05-17 13:10:00,1250,449
413,D,2019-05-17 12:20:00,SU,1122,D,AER,73H,158,138,89,1,20,Narrow_Body,4,away,2019-05-17 11:15:00,2019-05-17 12:20:00,1550,299
414,A,2019-05-17 12:20:00,SU,1637,D,SIP,32A,158,82,89,1,76,Narrow_Body,4,away,2019-05-17 12:20:00,2019-05-17 13:25:00,1550,591
415,D,2019-05-17 12:20:00,SU,200,I,PEK,333,296,156,80,3,140,Wide_Body,4,away,2019-05-17 11:00:00,2019-05-17 12:20:00,1900,91
416,A,2019-05-17 12:25:00,SU,1269,D,KZN,32A,158,69,90,1,89,Narrow_Body,5,away,2019-05-17 12:25:00,2019-05-17 13:30:00,1550,402
417,D,2019-05-17 12:25:00,EO,187,D,ROV,E90,110,96,4,3,14,Regional,5,away,2019-05-17 11:35:00,2019-05-17 12:25:00,1200,82
418,A,2019-05-17 12:25:00,FV,6284,D,UUS,773,373,299,1,3,74,Wide_Body,5,away,2019-05-17 12:25:00,2019-05-17 13:45:00,2000,987
419,D,2019-05-17 12:25:00,SU,18,D,LED,73H,158,135,90,1,23,Narrow_Body,5,away,2019-05-17 11:20:00,2019-05-17 12:25:00,1550,14
420,D,2019-05-17 12:25:00,SU,1102,D,KRR,73H,158,129,193,1,29,Narrow_Body,5,away,2019-05-17 11:20:00,2019-05-17 12:25:00,1550,285
421,A,2019-05-17 12:30:00,FV,6288,D,KHV,77W,457,328,5,3,129,Wide_Body,3,away,2019-05-17 12:30:00,2019-05-17 13:50:00,2100,990
422,A,2019-05-17 12:30:00,SU,1159,D,ROV,73H,158,157,90,1,1,Narrow_Body,3,away,2019-05-17 12:30:00,2019-05-17 13:35:00,1550,330
423,A,2019-05-17 12:30:00,EO,340,D,MQF,E90,110,67,2,3,43,Regional,3,away,2019-05-17 12:30:00,2019-05-17 13:20:00,1200,153
424,A,2019-05-17 12:35:00,SU,1201,D,PEE,32A,158,137,190,1,21,Narrow_Body,2,away,2019-05-17 12:35:00,2019-05-17 13:40:00,1550,358
425,D,2019-05-17 12:35:00,SU,234,I,DEL,333,302,103,84,3,199,Wide_Body,2,away,2019-05-17 11:15:00,2019-05-17 12:35:00,1900,120
426,A,2019-05-17 12:40:00,SU,1411,D,SVX,32A,158,148,191,1,10,Narrow_Body,2,away,2019-05-17 12:40:00,2019-05-17 13:45:00,1550,495
427,A,2019-05-17 12:40:00,SU,1731,D,PKC,77W,402,322,7,3,80,Wide_Body,2,away,2019-05-17 12:40:00,2019-05-17 14:00:00,2100,613
428,A,2019-05-17 12:45:00,SU,1297,D,IJK,SU9,87,76,192,1,11,Regional,2,away,2019-05-17 12:45:00,2019-05-17 13:35:00,1250,420
429,A,2019-05-17 12:45:00,SU,1421,D,CEK,32A,158,147,193,1,11,Narrow_Body,2,away,2019-05-17 12:45:00,2019-05-17 13:50:00,1550,501
430,A,2019-05-17 12:50:00,SU,1439,D,UFA,SU9,87,70,194,1,17,Regional,4,away,2019-05-17 12:50:00,2019-05-17 13:40:00,1250,517
431,D,2019-05-17 12:50:00,SU,1392,D,PEE,SU9,87,67,194,1,20,Regional,4,away,2019-05-17 12:00:00,2019-05-17 12:50:00,1250,478
432,A,2019-05-17 12:50:00,SU,2007,I,WAW,320,140,95,4,3,45,Narrow_Body,4,away,2019-05-17 12:50:00,2019-05-17 13:55:00,1500,695
433,A,2019-05-17 12:50:00,AY,715,I,HEL,E90,100,90,6,3,10,Regional,4,away,2019-05-17 12:50:00,2019-05-17 13:40:00,1200,231
434,A,2019-05-17 12:55:00,SU,1285,D,KRR,32A,158,137,88,1,21,Narrow_Body,2,away,2019-05-17 12:55:00,2019-05-17 14:00:00,1550,410
435,A,2019-05-17 12:55:00,SU,1321,D,MMK,32A,158,156,194,1,2,Narrow_Body,2,away,2019-05-17 12:55:00,2019-05-17 14:00:00,1550,434
436,A,2019-05-17 13:00:00,SU,1643,D,ASF,SU9,87,79,195,1,8,Regional,4,away,2019-05-17 13:00:00,2019-05-17 13:50:00,1250,597
437,A,2019-05-17 13:00:00,SU,1333,D,ARH,SU9,87,74,196,1,13,Regional,4,away,2019-05-17 13:00:00,2019-05-17 13:50:00,1250,441
438,A,2019-05-17 13:00:00,SU,1211,D,KUF,32A,158,74,197,1,84,Narrow_Body,4,away,2019-05-17 13:00:00,2019-05-17 14:05:00,1550,366
439,D,2019-05-17 13:00:00,SU,2018,I,PRG,73H,158,84,8,5,74,Narrow_Body,4,away,2019-05-17 11:55:00,2019-05-17 13:00:00,1550,704
440,A,2019-05-17 13:05:00,SU,2203,I,HEL,SU9,87,68,8,3,19,Regional,1,away,2019-05-17 13:05:00,2019-05-17 13:55:00,1200,784
441,A,2019-05-17 13:10:00,N4,124,D,SIP,73H,189,145,9,3,44,Narrow_Body,3,away,2019-05-17 13:10:00,2019-05-17 14:15:00,1500,53
442,D,2019-05-17 13:10:00,ZF,9007,I,AYT,75W,238,191,78,2,47,Wide_Body,3,away,2019-05-17 11:50:00,2019-05-17 13:10:00,2050,1007
443,A,2019-05-17 13:10:00,SU,1859,I,EVN,32B,183,121,10,3,62,Narrow_Body,3,away,2019-05-17 13:10:00,2019-05-17 14:15:00,1500,648
444,A,2019-05-17 13:15:00,SU,1221,D,GOJ,SU9,87,70,86,1,17,Regional,2,away,2019-05-17 13:15:00,2019-05-17 14:05:00,1250,376
445,A,2019-05-17 13:15:00,SU,2107,I,TLL,73H,158,66,11,5,92,Narrow_Body,2,away,2019-05-17 13:15:00,2019-05-17 14:20:00,1550,738
446,D,2019-05-17 13:20:00,SU,508,I,TLV,32B,183,127,75,3,56,Narrow_Body,5,away,2019-05-17 12:15:00,2019-05-17 13:20:00,1600,190
447,D,2019-05-17 13:20:00,SU,1156,D,ROV,SU9,87,85,198,1,2,Regional,5,away,2019-05-17 12:30:00,2019-05-17 13:20:00,1250,327
448,A,2019-05-17 13:20:00,SU,2683,I,RIX,320,140,61,2,3,79,Narrow_Body,5,away,2019-05-17 13:20:00,2019-05-17 14:25:00,1500,954
449,D,2019-05-17 13:20:00,SU,1840,I,MSQ,SU9,87,74,2,3,13,Regional,5,away,2019-05-17 12:30:00,2019-05-17 13:20:00,1200,635
450,A,2019-05-17 13:20:00,SU,1191,D,KZN,32A,158,89,87,1,69,Narrow_Body,5,away,2019-05-17 13:20:00,2019-05-17 14:25:00,1550,348
451,A,2019-05-17 13:25:00,SU,2033,I,BUD,32A,158,64,2,3,94,Narrow_Body,3,away,2019-05-17 13:25:00,2019-05-17 14:30:00,1500,711
452,A,2019-05-17 13:25:00,SU,13,D,LED,73H,158,138,89,1,20,Narrow_Body,3,away,2019-05-17 13:25:00,2019-05-17 14:30:00,1550,9
453,A,2019-05-17 13:25:00,SU,1645,D,SIP,32A,158,106,198,1,52,Narrow_Body,3,away,2019-05-17 13:25:00,2019-05-17 14:30:00,1550,599
454,D,2019-05-17 13:30:00,EO,167,D,LED,E90,110,110,76,3,0,Regional,5,away,2019-05-17 12:40:00,2019-05-17 13:30:00,1300,70
455,D,2019-05-17 13:30:00,SU,1412,D,SVX,32A,158,82,199,1,76,Narrow_Body,5,away,2019-05-17 12:25:00,2019-05-17 13:30:00,1550,496
456,A,2019-05-17 13:30:00,D2,163,D,KVK,CR2,50,30,3,3,20,Regional,5,away,2019-05-17 13:30:00,2019-05-17 14:20:00,1200,65
457,A,2019-05-17 13:30:00,SU,2685,I,SXF,73H,158,109,74,3,49,Narrow_Body,5,away,2019-05-17 13:30:00,2019-05-17 14:35:00,1600,956
458,A,2019-05-17 13:30:00,SU,1305,D,MRV,32A,158,113,199,1,45,Narrow_Body,5,away,2019-05-17 13:30:00,2019-05-17 14:35:00,1550,426
459,D,2019-05-17 13:35:00,SU,20,D,LED,32A,158,156,200,1,2,Narrow_Body,4,away,2019-05-17 12:30:00,2019-05-17 13:35:00,1550,16
460,D,2019-05-17 13:35:00,AY,716,I,HEL,E90,100,60,77,3,40,Regional,4,away,2019-05-17 12:45:00,2019-05-17 13:35:00,1300,232
461,D,2019-05-17 13:35:00,SU,1628,D,SIP,32A,158,156,201,1,2,Narrow_Body,4,away,2019-05-17 12:30:00,2019-05-17 13:35:00,1550,588
462,A,2019-05-17 13:35:00,FV,6162,D,KGD,73H,189,118,75,3,71,Narrow_Body,4,away,2019-05-17 13:35:00,2019-05-17 14:40:00,1600,965
463,D,2019-05-17 13:40:00,SU,2582,I,LHR,321,170,114,79,3,56,Narrow_Body,5,away,2019-05-17 12:35:00,2019-05-17 13:40:00,1600,918
464,A,2019-05-17 13:40:00,SU,1751,D,YKS,73H,158,119,90,1,39,Narrow_Body,5,away,2019-05-17 13:40:00,2019-05-17 14:45:00,1550,617
465,D,2019-05-17 13:40:00,SU,2466,I,BUD,32A,158,87,80,2,71,Narrow_Body,5,away,2019-05-17 12:35:00,2019-05-17 13:40:00,1550,878
466,A,2019-05-17 13:40:00,SU,1547,D,AAQ,32A,158,126,190,1,32,Narrow_Body,5,away,2019-05-17 13:40:00,2019-05-17 14:45:00,1550,573
467,A,2019-05-17 13:40:00,SU,1139,D,AER,73H,158,158,192,1,0,Narrow_Body,5,away,2019-05-17 13:40:00,2019-05-17 14:45:00,1550,312
468,A,2019-05-17 13:45:00,SU,523,I,DWC,73H,158,152,1,5,6,Narrow_Body,5,away,2019-05-17 13:45:00,2019-05-17 14:50:00,1550,199
469,D,2019-05-17 13:45:00,SU,1212,D,KUF,73H,158,146,202,1,12,Narrow_Body,5,away,2019-05-17 12:40:00,2019-05-17 13:45:00,1550,367
470,A,2019-05-17 13:45:00,EO,436,I,TNA,763,290,278,76,2,12,Wide_Body,5,away,2019-05-17 13:45:00,2019-05-17 15:05:00,2250,177
471,A,2019-05-17 13:45:00,LO,675,I,WAW,E75,82,62,6,5,20,Regional,5,away,2019-05-17 13:45:00,2019-05-17 14:35:00,1250,223
472,D,2019-05-17 13:45:00,SU,1004,D,KGD,32A,158,130,203,1,28,Narrow_Body,5,away,2019-05-17 12:40:00,2019-05-17 13:45:00,1550,261
473,A,2019-05-17 13:50:00,SU,1391,D,SCW,SU9,87,81,191,1,6,Regional,4,away,2019-05-17 13:50:00,2019-05-17 14:40:00,1250,477
474,A,2019-05-17 13:50:00,SU,2011,I,PRG,73H,158,91,5,5,67,Narrow_Body,4,away,2019-05-17 13:50:00,2019-05-17 14:55:00,1550,697
475,A,2019-05-17 13:50:00,SU,107,I,LAX,77W,402,363,19,3,39,Wide_Body,4,jetbridge,2019-05-17 13:50:00,2019-05-17 14:50:00,2250,48
476,D,2019-05-17 13:50:00,EO,567,D,RTW,E90,110,58,5,3,52,Regional,4,away,2019-05-17 13:00:00,2019-05-17 13:50:00,1200,213
477,A,2019-05-17 13:55:00,SU,1163,D,ROV,32A,158,149,193,1,9,Narrow_Body,5,away,2019-05-17 13:55:00,2019-05-17 15:00:00,1550,332
478,D,2019-05-17 13:55:00,SU,1388,D,ULV,SU9,87,50,193,1,37,Regional,5,away,2019-05-17 13:05:00,2019-05-17 13:55:00,1250,474
479,D,2019-05-17 13:55:00,SU,1312,D,MRV,73H,158,112,204,1,46,Narrow_Body,5,away,2019-05-17 12:50:00,2019-05-17 13:55:00,1550,429
480,A,2019-05-17 13:55:00,FV,6138,D,KRR,73H,189,97,4,3,92,Narrow_Body,5,away,2019-05-17 13:55:00,2019-05-17 15:00:00,1500,963
481,D,2019-05-17 13:55:00,SU,2472,I,NCE,320,140,63,4,5,77,Narrow_Body,5,away,2019-05-17 12:50:00,2019-05-17 13:55:00,1550,884
482,A,2019-05-17 14:00:00,N4,206,I,SKD,73H,189,180,77,2,9,Narrow_Body,4,away,2019-05-17 14:00:00,2019-05-17 15:05:00,1750,102
483,A,2019-05-17 14:00:00,FV,6282,D,VVO,773,373,299,5,3,74,Wide_Body,4,away,2019-05-17 14:00:00,2019-05-17 15:20:00,2000,985
484,D,2019-05-17 14:00:00,SU,1506,D,TJM,32A,158,101,205,1,57,Narrow_Body,4,away,2019-05-17 12:55:00,2019-05-17 14:00:00,1550,554
485,D,2019-05-17 14:00:00,SU,1422,D,CEK,32A,158,116,206,1,42,Narrow_Body,4,away,2019-05-17 12:55:00,2019-05-17 14:00:00,1550,502
486,D,2019-05-17 14:05:00,SU,2458,I,CDG,320,140,80,81,3,60,Narrow_Body,4,away,2019-05-17 13:00:00,2019-05-17 14:05:00,1600,873
487,A,2019-05-17 14:05:00,SU,1209,D,KUF,32A,158,123,86,1,35,Narrow_Body,4,away,2019-05-17 14:05:00,2019-05-17 15:10:00,1550,364
488,A,2019-05-17 14:05:00,SU,1361,D,RTW,SU9,87,72,88,1,15,Regional,4,away,2019-05-17 14:05:00,2019-05-17 14:55:00,1250,457
489,D,2019-05-17 14:05:00,SU,2132,I,IST,32A,158,79,82,3,79,Narrow_Body,4,away,2019-05-17 13:00:00,2019-05-17 14:05:00,1600,752
490,A,2019-05-17 14:10:00,SU,1153,D,GDZ,32A,158,123,193,1,35,Narrow_Body,4,away,2019-05-17 14:10:00,2019-05-17 15:15:00,1550,324
491,A,2019-05-17 14:10:00,FV,6290,D,GDX,773,373,370,7,3,3,Wide_Body,4,away,2019-05-17 14:10:00,2019-05-17 15:30:00,2100,991
